"Date","Price","Open","High","Low","Vol.","Change %"
"06/09/2022","95.99","95.89","96.89","95.05","159.50K","-0.01%"
"06/08/2022","96.00","98.33","98.33","95.75","282.45K","-1.79%"
"06/07/2022","97.75","99.49","99.90","96.15","263.68K","-0.66%"
"06/06/2022","98.40","96.10","99.00","96.10","338.82K","1.74%"
"06/03/2022","96.72","99.85","99.96","96.00","3.43M","-2.80%"
"06/02/2022","99.51","102.99","103.00","99.30","1.28M","-2.43%"
"06/01/2022","101.99","103.00","103.80","101.70","597.95K","-1.01%"
"05/31/2022","103.03","104.88","104.88","102.17","1.21M","-0.45%"
"05/30/2022","103.50","104.00","105.38","102.21","84.06K","0.00%"
"05/27/2022","103.50","104.00","106.44","103.04","865.43K","0.10%"
"05/26/2022","103.40","102.62","103.97","102.60","284.73K","1.03%"
"05/25/2022","102.35","102.45","102.90","101.02","2.21M","-0.10%"
"05/24/2022","102.45","101.00","103.29","101.00","533.06K","0.07%"
"05/23/2022","102.38","102.10","103.24","100.20","579.56K","0.08%"
"05/20/2022","102.30","101.01","102.30","101.00","1.15M","1.27%"
"05/19/2022","101.02","102.98","102.98","101.00","573.92K","-1.25%"
"05/18/2022","102.30","101.99","103.20","101.31","478.74K","0.29%"
"05/17/2022","102.00","101.80","102.35","100.15","1.02M","1.75%"
"05/16/2022","100.25","102.50","102.50","99.75","10.74M","-2.18%"
"05/13/2022","102.48","102.00","103.48","101.00","321.29K","-0.17%"
"05/12/2022","102.65","103.91","103.91","101.11","509.00K","0.34%"
"05/11/2022","102.30","103.99","103.99","100.50","1.09M","-0.04%"
"05/10/2022","102.34","101.51","105.97","101.51","288.35K","-0.16%"
"05/09/2022","102.50","108.00","108.00","102.50","1.73M","-4.21%"
"05/06/2022","107.00","109.97","109.97","106.16","314.66K","-1.15%"
"04/28/2022","108.25","111.50","111.50","108.00","1.64M","-1.32%"
"04/27/2022","109.70","111.45","111.50","109.00","633.53K","-1.61%"
"04/26/2022","111.50","113.49","113.49","111.50","913.20K","-0.88%"
"04/25/2022","112.49","111.52","113.00","111.52","430.12K","0.89%"
"04/22/2022","111.50","112.00","112.00","110.57","430.17K","0.04%"
"04/21/2022","111.45","111.50","112.87","110.71","768.99K","0.68%"
"04/20/2022","110.70","115.07","115.90","110.00","982.56K","-3.68%"
"04/19/2022","114.93","115.10","116.32","114.50","687.02K","-0.49%"
"04/18/2022","115.50","116.89","116.89","115.00","1.20M","-0.75%"
"04/15/2022","116.37","116.30","116.44","115.65","191.03K","0.41%"
"04/14/2022","115.90","116.20","116.80","115.61","1.09M","-0.26%"
"04/13/2022","116.20","116.36","116.99","115.60","645.79K","0.00%"
"04/12/2022","116.20","116.00","119.00","115.72","703.98K","0.30%"
"04/11/2022","115.85","113.80","118.00","112.10","2.21M","4.46%"
"04/08/2022","110.90","110.99","112.30","110.56","990.24K","1.83%"
"04/07/2022","108.91","109.82","110.74","108.90","369.04K","-0.99%"
"04/06/2022","110.00","109.56","110.87","109.50","848.48K","0.09%"
"04/05/2022","109.90","109.51","110.70","109.02","477.50K","0.36%"
"04/04/2022","109.51","112.01","113.00","108.99","720.78K","-3.43%"
"04/01/2022","113.40","112.60","114.50","111.90","1.80M","0.43%"
"03/31/2022","112.91","113.99","114.00","112.60","734.79K","-0.87%"
"03/30/2022","113.90","113.98","114.50","113.00","100.47K","0.57%"
"03/29/2022","113.25","114.40","115.00","113.11","749.91K","0.13%"
"03/28/2022","113.10","113.69","114.38","111.00","378.81K","-0.36%"
"03/25/2022","113.51","112.84","114.00","110.55","523.84K","1.71%"
"03/24/2022","111.60","110.68","112.39","109.52","893.82K","1.45%"
"03/22/2022","110.00","111.34","111.89","109.50","669.56K","-0.54%"
"03/21/2022","110.60","109.50","111.00","108.39","841.77K","0.27%"
"03/18/2022","110.30","113.95","114.45","110.00","1.29M","-3.42%"
"03/17/2022","114.20","114.49","114.85","114.00","767.31K","0.26%"
"03/16/2022","113.90","115.00","115.90","113.50","280.72K","-1.39%"
"03/15/2022","115.50","114.11","115.50","114.03","268.48K","1.26%"
"03/14/2022","114.06","114.00","114.50","113.06","487.69K","0.01%"
"03/11/2022","114.05","114.00","114.86","113.07","325.29K","0.04%"
"03/10/2022","114.00","113.90","115.85","112.30","1.12M","1.24%"
"03/09/2022","112.60","111.00","114.97","111.00","1.06M","0.85%"
"03/08/2022","111.65","116.00","116.00","111.15","609.31K","-1.19%"
"03/07/2022","113.00","115.10","115.90","112.26","453.56K","-2.91%"
"03/04/2022","116.39","115.00","117.00","115.00","849.99K","0.77%"
"03/03/2022","115.50","117.00","117.00","114.80","147.19K","-0.08%"
"03/02/2022","115.59","116.94","116.94","114.81","674.87K","-0.78%"
"03/01/2022","116.50","117.98","118.10","116.00","748.77K","-0.01%"
"02/28/2022","116.51","117.41","117.41","115.02","1.27M","0.22%"
"02/25/2022","116.25","116.01","117.50","116.01","1.16M","-0.21%"
"02/24/2022","116.50","120.00","121.45","115.90","1.87M","-4.12%"
"02/23/2022","121.51","121.65","122.00","119.22","811.17K","0.21%"
"02/22/2022","121.25","122.20","122.20","118.00","1.40M","-0.33%"
"02/21/2022","121.65","122.40","122.60","121.50","83.29K","-0.29%"
"02/18/2022","122.00","122.00","122.90","121.00","318.04K","0.10%"
"02/17/2022","121.88","121.27","122.44","120.50","117.62K","0.40%"
"02/16/2022","121.40","122.98","122.98","121.11","363.29K","-0.16%"
"02/15/2022","121.60","123.85","123.85","121.60","1.42M","-0.73%"
"02/14/2022","122.50","123.23","124.50","122.45","532.44K","-0.59%"
"02/11/2022","123.23","122.80","123.95","121.56","1.13M","0.60%"
"02/10/2022","122.50","124.22","124.99","122.03","1.54M","-1.52%"
"02/09/2022","124.39","124.15","124.99","123.16","1.24M","0.04%"
"02/08/2022","124.34","124.40","124.55","123.00","1.70M","0.51%"
"02/07/2022","123.71","124.44","125.00","123.55","191.60K","-0.03%"
"02/04/2022","123.75","123.10","124.90","123.10","2.72M","0.20%"
"02/03/2022","123.50","126.00","126.00","123.45","750.31K","-0.80%"
"02/02/2022","124.50","121.02","128.00","121.00","3.47M","2.38%"
"02/01/2022","121.60","120.55","122.50","120.55","376.74K","0.49%"
"01/31/2022","121.01","120.20","121.70","120.20","691.88K","0.42%"
"01/28/2022","120.50","120.10","121.50","120.10","456.99K","-0.36%"
"01/27/2022","120.93","121.65","121.65","120.50","403.40K","-0.26%"
"01/26/2022","121.25","121.75","121.75","120.80","271.69K","-0.21%"
"01/25/2022","121.50","121.05","122.08","121.00","311.99K","0.25%"
"01/24/2022","121.20","122.25","122.45","121.15","220.83K","-0.97%"
"01/21/2022","122.39","122.50","122.50","121.05","96.51K","-0.05%"
"01/20/2022","122.45","121.49","122.45","119.70","350.34K","0.78%"
"01/19/2022","121.50","121.30","122.80","121.05","768.01K","-0.42%"
"01/18/2022","122.01","122.15","123.00","121.23","476.44K","0.01%"
"01/17/2022","122.00","122.70","123.10","122.00","449.85K","-0.65%"
"01/14/2022","122.80","121.50","124.00","121.50","1.14M","1.07%"
"01/13/2022","121.50","122.00","122.20","121.00","143.60K","-0.32%"
"01/12/2022","121.89","122.75","122.85","121.49","496.26K","-0.31%"
"01/11/2022","122.27","120.85","122.50","118.80","1.85M","1.47%"
"01/10/2022","120.50","119.00","121.23","118.03","2.96M","1.86%"
"01/07/2022","118.30","117.90","119.50","116.55","1.34M","0.60%"
"01/06/2022","117.59","117.99","118.70","116.50","1.36M","0.14%"
"01/05/2022","117.42","118.70","118.94","117.00","184.92K","-0.17%"
"01/04/2022","117.62","117.10","119.00","117.10","916.39K","0.70%"
"01/03/2022","116.80","117.00","117.90","116.50","405.79K","0.15%"
"12/31/2021","116.62","115.30","117.50","114.31","2.89M","1.59%"
"12/30/2021","114.80","115.00","115.90","114.30","2.19M","-0.17%"
"12/29/2021","114.99","116.57","116.57","114.80","1.64M","-0.44%"
"12/28/2021","115.50","116.88","116.90","115.20","745.57K","-0.45%"
"12/27/2021","116.02","117.91","117.91","116.00","379.51K","-0.59%"
"12/24/2021","116.71","117.80","117.80","116.51","321.52K","-0.46%"
"12/23/2021","117.25","116.57","118.50","116.57","801.57K","-0.64%"
"12/22/2021","118.00","118.70","118.70","117.00","761.75K","0.43%"
"12/21/2021","117.50","118.00","119.02","117.21","533.75K","-0.42%"
"12/20/2021","118.00","118.95","120.10","117.10","1.57M","0.00%"
"12/17/2021","118.00","116.70","118.55","114.50","1.65M","1.72%"
"12/16/2021","116.00","119.25","119.75","115.00","2.28M","-2.52%"
"12/15/2021","119.00","119.96","120.00","118.51","1.80M","-0.17%"
"12/14/2021","119.20","119.49","120.75","118.00","2.09M","0.17%"
"12/13/2021","119.00","120.43","120.50","118.65","803.84K","-0.42%"
"12/10/2021","119.50","121.80","121.80","119.46","1.03M","-1.24%"
"12/09/2021","121.00","122.95","122.95","118.91","1.05M","-1.35%"
"12/08/2021","122.65","122.95","123.85","121.15","2.36M","0.41%"
"12/07/2021","122.15","122.90","124.00","121.50","2.06M","0.53%"
"12/06/2021","121.50","123.90","123.95","121.06","1.01M","-0.41%"
"12/03/2021","122.00","118.90","124.23","117.15","3.28M","3.21%"
"12/02/2021","118.20","123.99","124.04","117.50","2.95M","-4.69%"
"12/01/2021","124.02","125.00","125.50","122.11","2.90M","-1.18%"
"11/30/2021","125.50","126.89","127.75","120.01","31.48M","-0.40%"
"11/29/2021","126.00","118.10","126.90","118.10","5.09M","5.26%"
"11/26/2021","119.70","116.10","120.74","116.10","3.45M","1.46%"
"11/25/2021","117.98","120.87","120.87","116.00","4.97M","-2.29%"
"11/24/2021","120.75","123.05","123.05","119.57","3.81M","-2.23%"
"11/23/2021","123.50","124.50","124.50","122.40","1.85M","-0.20%"
"11/22/2021","123.75","128.00","129.10","123.52","4.49M","-1.77%"
"11/19/2021","125.98","123.60","126.90","123.60","3.14M","2.00%"
"11/18/2021","123.51","125.00","125.94","122.31","1.24M","-0.79%"
"11/17/2021","124.49","126.50","127.75","123.66","4.16M","-1.20%"
"11/16/2021","126.00","125.45","126.49","123.05","878.99K","0.88%"
"11/15/2021","124.90","122.15","125.94","122.15","495.61K","1.13%"
"11/12/2021","123.50","124.10","125.47","123.00","415.48K","-0.40%"
"11/11/2021","124.00","124.97","124.97","124.00","2.40M","-0.40%"
"11/10/2021","124.50","126.00","126.88","124.10","453.39K","-0.61%"
"11/09/2021","125.26","127.40","127.40","125.25","854.23K","-1.10%"
"11/08/2021","126.65","125.60","127.01","125.20","705.57K","0.88%"
"11/05/2021","125.55","125.89","126.40","124.05","1.36M","1.20%"
"11/04/2021","124.06","125.79","126.10","123.51","1.66M","-0.75%"
"11/03/2021","125.00","128.95","128.95","125.00","717.18K","-1.97%"
"11/02/2021","127.51","127.00","128.90","126.00","2.46M","0.98%"
"11/01/2021","126.27","126.95","128.99","126.01","465.44K","0.21%"
"10/29/2021","126.01","125.50","129.00","123.05","1.93M","1.46%"
"10/28/2021","124.20","124.00","124.90","122.48","755.67K","-0.24%"
"10/27/2021","124.50","125.40","126.51","122.90","1.53M","-1.15%"
"10/26/2021","125.95","129.70","129.70","125.00","721.26K","-1.60%"
"10/25/2021","128.00","128.01","129.00","126.55","544.12K","-1.31%"
"10/22/2021","129.70","127.80","131.00","126.00","1.95M","1.57%"
"10/21/2021","127.70","124.00","131.90","122.22","6.22M","2.57%"
"10/20/2021","124.50","122.50","125.50","121.00","2.32M","2.17%"
"10/18/2021","121.85","119.74","122.80","117.05","1.82M","2.48%"
"10/15/2021","118.90","119.90","120.00","117.79","1.36M","-0.08%"
"10/14/2021","119.00","115.00","119.50","114.10","2.54M","4.39%"
"10/13/2021","114.00","114.50","116.57","113.15","2.68M","0.18%"
"10/12/2021","113.80","109.73","114.89","108.98","6.62M","4.12%"
"10/11/2021","109.30","109.53","110.49","109.02","1.21M","-0.82%"
"10/08/2021","110.20","109.50","111.00","108.50","5.83M","1.10%"
"10/07/2021","109.00","108.00","110.34","107.76","2.48M","1.30%"
"10/06/2021","107.60","109.99","109.99","107.60","3.15M","-1.29%"
"10/05/2021","109.01","110.02","110.70","109.00","1.59M","-1.08%"
"10/04/2021","110.20","110.09","110.35","109.09","1.60M","0.10%"
"10/01/2021","110.09","109.95","110.89","108.60","3.31M","0.58%"
"09/30/2021","109.45","111.00","111.94","108.05","6.59M","-1.15%"
"09/29/2021","110.72","113.90","113.90","110.41","1.35M","-1.97%"
"09/28/2021","112.95","112.00","113.70","111.52","7.04M","0.85%"
"09/27/2021","112.00","115.00","115.00","111.00","5.46M","-1.81%"
"09/24/2021","114.06","115.99","115.99","113.51","143.08K","-0.95%"
"09/23/2021","115.15","115.50","116.40","114.00","818.81K","-0.30%"
"09/22/2021","115.50","117.50","117.90","114.01","1.15M","-0.53%"
"09/21/2021","116.12","118.95","121.00","116.11","801.92K","-2.21%"
"09/20/2021","118.75","119.00","119.00","117.11","201.14K","-0.18%"
"09/17/2021","118.97","120.44","120.44","118.33","1.13M","-0.85%"
"09/16/2021","119.99","120.00","122.00","119.60","4.59M","-0.01%"
"09/15/2021","120.00","119.99","121.00","119.05","1.28M","0.42%"
"09/14/2021","119.50","117.63","120.61","117.63","1.84M","0.64%"
"09/13/2021","118.74","116.35","118.97","115.52","2.18M","2.54%"
"09/10/2021","115.80","116.95","116.99","115.02","1.11M","-0.17%"
"09/09/2021","116.00","117.60","118.50","115.15","2.23M","-2.52%"
"09/08/2021","119.00","119.90","119.90","118.00","1.02M","-0.21%"
"09/07/2021","119.25","120.25","120.25","117.00","1.11M","-0.42%"
"09/06/2021","119.75","121.00","121.88","119.55","7.01M","-1.03%"
"09/03/2021","121.00","122.50","122.99","119.75","1.26M","0.00%"
"09/02/2021","121.00","125.50","125.50","121.00","3.17M","-2.80%"
"09/01/2021","124.49","126.50","126.50","124.00","755.61K","-0.41%"
"08/31/2021","125.00","125.00","127.35","124.07","1.72M","-0.79%"
"08/30/2021","126.00","126.93","126.93","122.20","1.85M","-0.48%"
"08/27/2021","126.61","128.60","128.60","125.76","700.10K","-1.47%"
"08/26/2021","128.50","129.50","129.50","128.06","546.48K","-0.77%"
"08/25/2021","129.50","129.17","129.88","129.00","514.05K","0.15%"
"08/24/2021","129.30","130.20","130.95","129.30","665.11K","-0.16%"
"08/23/2021","129.51","129.52","130.99","129.50","1.44M","-0.10%"
"08/20/2021","129.64","130.00","130.45","129.30","657.24K","-0.08%"
"08/17/2021","129.75","130.65","131.00","129.10","554.45K","-0.57%"
"08/16/2021","130.50","129.97","130.50","128.25","577.57K","0.62%"
"08/13/2021","129.70","129.00","129.98","128.60","212.23K","0.70%"
"08/12/2021","128.80","128.84","129.72","128.55","269.95K","0.00%"
"08/11/2021","128.80","128.46","130.48","128.05","606.90K","0.70%"
"08/10/2021","127.90","128.85","128.95","127.55","170.81K","0.63%"
"08/09/2021","127.10","129.89","129.89","127.10","997.11K","-1.66%"
"08/06/2021","129.25","129.05","129.85","128.72","644.19K","0.12%"
"08/05/2021","129.10","129.50","130.00","128.50","2.02M","-0.54%"
"08/04/2021","129.80","128.98","129.99","128.01","1.15M","0.71%"
"08/03/2021","128.88","127.70","128.88","127.11","850.27K","1.48%"
"08/02/2021","127.00","126.00","128.00","125.91","1.10M","0.26%"
"07/30/2021","126.67","129.00","129.47","126.00","2.10M","-1.81%"
"07/29/2021","129.00","131.00","131.00","128.50","531.10K","-1.53%"
"07/28/2021","131.00","131.90","131.90","129.55","802.49K","-0.38%"
"07/27/2021","131.50","127.80","131.95","127.80","2.27M","2.26%"
"07/26/2021","128.60","129.98","130.45","128.10","607.74K","-0.55%"
"07/23/2021","129.31","129.35","130.10","128.07","228.90K","-0.14%"
"07/19/2021","129.49","130.00","130.00","128.50","123.93K","-0.37%"
"07/16/2021","129.97","129.01","130.50","128.00","1.07M","1.07%"
"07/15/2021","128.60","129.45","129.59","128.00","470.49K","-0.31%"
"07/14/2021","129.00","129.30","129.49","127.62","641.31K","0.66%"
"07/13/2021","128.16","129.50","129.50","127.50","777.78K","-0.65%"
"07/12/2021","129.00","129.44","129.95","127.31","483.08K","0.39%"
"07/09/2021","128.50","128.95","130.40","126.75","1.87M","0.35%"
"07/08/2021","128.05","127.24","128.55","127.15","1.22M","1.15%"
"07/07/2021","126.60","125.95","127.80","125.70","1.41M","0.88%"
"07/06/2021","125.50","123.90","125.90","122.51","2.52M","2.12%"
"07/05/2021","122.90","123.15","124.45","122.50","413.24K","-0.49%"
"07/02/2021","123.50","123.86","124.88","123.00","822.32K","0.40%"
"07/01/2021","123.01","122.90","124.75","122.56","1.05M","0.75%"
"06/30/2021","122.10","124.94","124.95","122.05","4.26M","-2.32%"
"06/29/2021","125.00","124.23","126.90","123.46","1.16M","1.37%"
"06/28/2021","123.31","127.25","128.00","123.00","1.30M","-3.61%"
"06/25/2021","127.93","130.95","130.95","126.26","1.75M","-1.97%"
"06/24/2021","130.50","130.00","131.70","129.05","637.25K","0.89%"
"06/23/2021","129.35","130.60","131.00","128.65","435.49K","-0.89%"
"06/22/2021","130.51","130.50","132.00","129.01","299.89K","0.38%"
"06/21/2021","130.01","130.95","131.94","128.90","451.44K","-0.02%"
"06/18/2021","130.03","133.05","133.77","129.00","2.27M","-2.82%"
"06/17/2021","133.80","135.50","135.69","133.50","169.73K","-0.96%"
"06/16/2021","135.10","135.57","135.70","134.60","1.26M","-0.11%"
"06/15/2021","135.25","135.85","135.85","134.00","479.87K","0.19%"
"06/14/2021","135.00","136.50","136.50","134.51","820.64K","-0.07%"
"06/11/2021","135.10","135.05","136.50","134.25","1.22M","0.80%"
"06/10/2021","134.03","133.45","135.75","132.06","1.51M","1.34%"
"06/09/2021","132.26","134.44","134.44","132.01","409.84K","-0.93%"
"06/08/2021","133.50","133.95","134.50","133.07","357.45K","0.38%"
"06/07/2021","133.00","134.00","135.50","132.17","568.82K","-0.59%"
"06/04/2021","133.79","134.02","135.93","132.80","486.83K","0.56%"
"06/03/2021","133.05","135.83","136.00","132.57","1.16M","-1.08%"
"06/02/2021","134.50","137.00","137.00","134.05","1.37M","-1.07%"
"06/01/2021","135.95","135.96","137.75","135.50","1.56M","0.59%"
"05/31/2021","135.15","134.95","137.45","134.95","2.29M","0.86%"
"05/28/2021","134.00","131.01","135.19","131.01","4.76M","1.90%"
"05/27/2021","131.50","132.00","134.25","130.00","3.91M","0.62%"
"05/26/2021","130.69","128.99","131.00","128.01","2.98M","1.31%"
"05/25/2021","129.00","125.47","129.50","124.00","3.88M","2.79%"
"05/24/2021","125.50","124.50","126.00","124.00","881.82K","1.53%"
"05/21/2021","123.61","122.95","125.30","122.05","1.47M","1.33%"
"05/20/2021","121.99","124.50","125.75","121.20","790.53K","-2.29%"
"05/19/2021","124.85","126.00","126.00","124.40","855.33K","-0.91%"
"05/18/2021","126.00","126.95","127.44","125.01","963.01K","-0.01%"
"05/17/2021","126.01","125.80","128.25","125.01","1.28M","-1.17%"
"05/06/2021","127.50","127.47","127.80","125.70","2.62M","0.00%"
"05/05/2021","127.50","128.00","128.00","125.99","440.87K","-0.01%"
"05/04/2021","127.51","127.97","129.00","125.00","1.61M","1.60%"
"05/03/2021","125.50","126.00","127.85","123.55","3.08M","-0.79%"
"04/30/2021","126.50","124.55","126.50","122.11","1.87M","1.20%"
"04/29/2021","125.00","123.80","126.99","121.00","2.40M","1.21%"
"04/28/2021","123.50","124.60","126.30","123.25","1.34M","-2.37%"
"04/27/2021","126.50","125.70","127.95","125.03","1.70M","0.41%"
"04/26/2021","125.98","122.50","129.20","121.02","3.31M","3.26%"
"04/23/2021","122.00","123.70","123.70","121.90","864.77K","-1.01%"
"04/22/2021","123.25","120.05","127.49","120.05","1.50M","2.62%"
"04/21/2021","120.10","120.00","121.40","119.01","1.07M","0.80%"
"04/20/2021","119.15","119.00","120.99","117.52","896.00K","0.57%"
"04/19/2021","118.48","117.05","120.00","116.90","238.58K","-0.43%"
"04/16/2021","118.99","118.68","119.25","118.00","896.94K","0.84%"
"04/15/2021","118.00","119.01","119.01","117.40","436.81K","-0.76%"
"04/14/2021","118.90","117.94","119.30","117.94","1.36M","1.19%"
"04/13/2021","117.50","117.30","118.04","115.77","977.66K","1.19%"
"04/12/2021","116.12","118.70","118.70","116.00","179.01K","-0.75%"
"04/09/2021","117.00","118.00","118.95","114.01","558.91K","1.30%"
"04/08/2021","115.50","114.87","117.40","112.11","998.58K","1.50%"
"04/07/2021","113.79","116.50","117.38","113.00","1.81M","-2.66%"
"04/06/2021","116.90","114.85","117.57","114.55","242.13K","1.83%"
"04/05/2021","114.80","117.89","117.89","114.50","272.43K","-2.54%"
"04/02/2021","117.79","117.40","118.00","116.05","157.82K","1.46%"
"04/01/2021","116.10","116.78","119.00","116.00","1.21M","-0.60%"
"03/31/2021","116.80","118.80","120.40","115.00","1.84M","-0.64%"
"03/30/2021","117.55","118.94","119.50","117.06","589.23K","-0.21%"
"03/29/2021","117.80","120.00","120.00","117.00","655.36K","-1.42%"
"03/26/2021","119.50","124.00","124.00","119.10","892.42K","-2.96%"
"03/25/2021","123.15","124.00","125.00","123.00","502.92K","-0.65%"
"03/24/2021","123.96","124.75","124.75","121.55","872.32K","0.01%"
"03/22/2021","123.95","123.34","124.80","122.33","264.99K","0.49%"
"03/19/2021","123.35","120.89","125.00","118.01","2.65M","2.80%"
"03/18/2021","119.99","121.40","122.80","119.00","1.36M","-3.62%"
"03/17/2021","124.50","123.15","125.00","122.50","1.25M","2.06%"
"03/16/2021","121.99","120.00","122.00","119.19","1.03M","1.66%"
"03/15/2021","120.00","119.50","120.89","118.45","877.09K","0.84%"
"03/12/2021","119.00","116.51","119.00","115.02","924.78K","2.59%"
"03/11/2021","116.00","118.98","118.98","114.01","1.19M","-1.44%"
"03/10/2021","117.69","120.00","120.00","117.40","673.67K","-1.10%"
"03/09/2021","119.00","118.98","121.45","117.00","1.59M","0.08%"
"03/08/2021","118.90","122.89","122.89","117.95","783.26K","-2.13%"
"03/05/2021","121.49","120.05","122.00","118.50","1.85M","1.31%"
"03/04/2021","119.92","118.91","121.98","118.03","1.74M","-1.30%"
"03/03/2021","121.50","123.25","123.26","121.01","1.49M","-1.60%"
"03/02/2021","123.47","121.05","124.50","121.05","2.29M","1.62%"
"03/01/2021","121.50","123.00","124.80","120.85","1.49M","-1.61%"
"02/26/2021","123.49","121.97","127.22","121.00","4.88M","1.60%"
"02/25/2021","121.55","119.80","122.00","119.80","4.40M","2.65%"
"02/24/2021","118.41","117.49","119.99","116.90","3.03M","1.51%"
"02/23/2021","116.65","120.00","120.97","116.40","2.72M","-1.97%"
"02/22/2021","119.00","124.49","124.49","118.10","3.49M","-3.88%"
"02/19/2021","123.80","125.49","126.97","123.00","1.73M","-0.56%"
"02/18/2021","124.50","130.99","131.00","123.16","3.06M","-4.88%"
"02/17/2021","130.89","139.01","140.24","129.05","6.62M","-4.95%"
"02/16/2021","137.70","136.00","138.50","134.55","1.75M","2.23%"
"02/15/2021","134.70","134.50","136.25","133.49","1.05M","0.91%"
"02/12/2021","133.49","134.80","135.75","132.51","1.33M","-0.57%"
"02/11/2021","134.25","137.10","139.00","134.00","3.60M","-1.65%"
"02/10/2021","136.50","136.58","138.60","135.50","1.92M","0.37%"
"02/09/2021","136.00","138.70","139.00","135.99","1.34M","-1.45%"
"02/08/2021","138.00","139.95","140.00","137.70","1.42M","-1.08%"
"02/04/2021","139.50","140.01","141.50","139.00","914.42K","-0.71%"
"02/03/2021","140.50","140.58","141.01","139.50","2.34M","0.36%"
"02/02/2021","139.99","141.50","141.50","139.70","1.18M","-0.72%"
"02/01/2021","141.00","142.47","142.69","140.90","1.75M","-0.71%"
"01/29/2021","142.01","142.97","142.97","140.55","2.03M","-0.48%"
"01/28/2021","142.70","141.05","144.75","140.90","2.87M","0.87%"
"01/27/2021","141.47","141.77","142.00","140.28","1.09M","0.30%"
"01/26/2021","141.05","141.90","142.20","140.88","1.02M","-0.34%"
"01/25/2021","141.53","143.00","143.49","141.01","1.21M","-1.02%"
"01/22/2021","142.99","142.55","143.49","141.81","2.09M","0.13%"
"01/21/2021","142.81","141.54","143.50","140.50","1.57M","1.43%"
"01/20/2021","140.80","139.00","141.95","138.25","4.05M","0.93%"